fichier_source,basename,code_brut,code_utilise,sample_nb,espece_trouvee,classe_assignee,statut,destination
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-10-ANA-d200.npy,KLEAER-10-ANA-d200,KLEAER,KLEAER,10,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-10-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-11-AER-d200.npy,KLEAER-11-AER-d200,KLEAER,KLEAER,11,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-11-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-11-ANA-d200.npy,KLEAER-11-ANA-d200,KLEAER,KLEAER,11,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-11-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-12-ANA-d200.npy,KLEAER-12-ANA-d200,KLEAER,KLEAER,12,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-12-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-13-AER-d200.npy,KLEAER-13-AER-d200,KLEAER,KLEAER,13,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-13-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-13-ANA-d200.npy,KLEAER-13-ANA-d200,KLEAER,KLEAER,13,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-13-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-14-AER-d200.npy,KLEAER-14-AER-d200,KLEAER,KLEAER,14,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-14-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-14-ANA-d200.npy,KLEAER-14-ANA-d200,KLEAER,KLEAER,14,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-14-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-15-AER-d200.npy,KLEAER-15-AER-d200,KLEAER,KLEAER,15,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-15-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-15-ANA-d200.npy,KLEAER-15-ANA-d200,KLEAER,KLEAER,15,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-15-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-16-AER-d200.npy,KLEAER-16-AER-d200,KLEAER,KLEAER,16,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-16-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-16-ANA-d200.npy,KLEAER-16-ANA-d200,KLEAER,KLEAER,16,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-16-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-4-AER-d200.npy,KLEAER-4-AER-d200,KLEAER,KLEAER,4,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-4-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-4-ANA-d200.npy,KLEAER-4-ANA-d200,KLEAER,KLEAER,4,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-4-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-7-AER-d200.npy,KLEAER-7-AER-d200,KLEAER,KLEAER,7,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-7-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEAER-7-ANA-d200.npy,KLEAER-7-ANA-d200,KLEAER,KLEAER,7,Klebsiella aerogenes,Klebsiella aerogenes,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella aerogenes/KLEAER-7-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEMIC-14-AER-d200.npy,KLEMIC-14-AER-d200,KLEMIC,KLEMIC,14,Klebsiella michiganensis,Klebsiella michiganensis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella michiganensis/KLEMIC-14-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEMIC-14-ANA-d200.npy,KLEMIC-14-ANA-d200,KLEMIC,KLEMIC,14,Klebsiella michiganensis,Klebsiella michiganensis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella michiganensis/KLEMIC-14-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-118-AER-d200.npy,KLEPNE-118-AER-d200,KLEPNE,KLEPNE,118,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-118-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-118-ANA-d200.npy,KLEPNE-118-ANA-d200,KLEPNE,KLEPNE,118,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-118-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-128-AER-d200.npy,KLEPNE-128-AER-d200,KLEPNE,KLEPNE,128,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-128-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-128-ANA-d200.npy,KLEPNE-128-ANA-d200,KLEPNE,KLEPNE,128,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-128-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-55-AER-d200.npy,KLEPNE-55-AER-d200,KLEPNE,KLEPNE,55,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-55-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-55-ANA-d200.npy,KLEPNE-55-ANA-d200,KLEPNE,KLEPNE,55,Klebsiella pneumoniae,Klebsiella pneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-55-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-82-AER-d200.npy,KLEPNE-82-AER-d200,KLEPNE,KLEPNE,82,,Klebsiella pneumoniae,"CLASSE (sample_nb absent du excel, classe par code seul)",/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-82-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEPNE-82-ANA-d200.npy,KLEPNE-82-ANA-d200,KLEPNE,KLEPNE,82,,Klebsiella pneumoniae,"CLASSE (sample_nb absent du excel, classe par code seul)",/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella pneumoniae/KLEPNE-82-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-1-AER-d200.npy,KLEQUA-1-AER-d200,KLEQUA,KLEQUA,1,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-1-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-1-ANA-d200.npy,KLEQUA-1-ANA-d200,KLEQUA,KLEQUA,1,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-1-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-10-AER-d200.npy,KLEQUA-10-AER-d200,KLEQUA,KLEQUA,10,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-10-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-10-ANA-d200.npy,KLEQUA-10-ANA-d200,KLEQUA,KLEQUA,10,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-10-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-2-AER-d200.npy,KLEQUA-2-AER-d200,KLEQUA,KLEQUA,2,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-2-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-2-ANA-d200.npy,KLEQUA-2-ANA-d200,KLEQUA,KLEQUA,2,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-2-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-4-AER-d200.npy,KLEQUA-4-AER-d200,KLEQUA,KLEQUA,4,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-4-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-4-ANA-d200.npy,KLEQUA-4-ANA-d200,KLEQUA,KLEQUA,4,Klebsiella quasipneumoniae quasipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-4-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-6-AER-d200.npy,KLEQUA-6-AER-d200,KLEQUA,KLEQUA,6,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-6-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-6-ANA-d200.npy,KLEQUA-6-ANA-d200,KLEQUA,KLEQUA,6,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-6-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-7-AER-d200.npy,KLEQUA-7-AER-d200,KLEQUA,KLEQUA,7,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-7-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/KLEQUA-7-ANA-d200.npy,KLEQUA-7-ANA-d200,KLEQUA,KLEQUA,7,Klebsiella quasipneumoniae similipneumoniae,Klebsiella quasipneumoniae,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Klebsiella quasipneumoniae/KLEQUA-7-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-13-AER-d200.npy,PRTMIR-13-AER-d200,PRTMIR,PRTMIR,13,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-13-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-13-ANA-d200.npy,PRTMIR-13-ANA-d200,PRTMIR,PRTMIR,13,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-13-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-15-AER-d200.npy,PRTMIR-15-AER-d200,PRTMIR,PRTMIR,15,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-15-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-15-ANA-d200.npy,PRTMIR-15-ANA-d200,PRTMIR,PRTMIR,15,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-15-ANA-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-18-AER-d200.npy,PRTMIR-18-AER-d200,PRTMIR,PRTMIR,18,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-18-AER-d200.npy
/home/rrekikdi/Bureau/postdoc/pseudo_image/images_npy_ms1/2022_11_21_Validation_ENTBUG_HAFALV_HAFPAR_KLEAER_KLEMIC_KLEPNE_KLEQUA_KLEVAR_MORMO_PANAGG_PANPLE_PANSEP_PRTCOL_PRTMIR_PRTTER_100SPD-100vW_zSWATH/PRTMIR-18-ANA-d200.npy,PRTMIR-18-ANA-d200,PRTMIR,PRTMIR,18,Proteus mirabilis,Proteus mirabilis,CLASSE,/home/rrekikdi/Bureau/postdoc/pseudo_image/ms1_processed_11classes/Proteus mirabilis/PRTMIR-18-ANA-d200.npy
